,LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
1677343,AL100,A414 between M1 J7 and A405 (AL100),20150304,38,158.76,102.27,1,4.5100002290000001,230.00
1677344,AL100,A414 between M1 J7 and A405 (AL100),20150304,39,138.52,117.21,1,4.5100002290000001,199.00
1677345,AL100,A414 between M1 J7 and A405 (AL100),20150304,40,162.23,100.08,1,4.5100002290000001,189.50
1677346,AL100,A414 between M1 J7 and A405 (AL100),20150304,41,167.17,97.12,1,4.5100002290000001,186.00
1677347,AL100,A414 between M1 J7 and A405 (AL100),20150304,42,157.08,103.36,1,4.5100002290000001,187.50
1677348,AL100,A414 between M1 J7 and A405 (AL100),20150304,43,162.13,100.14,1,4.5100002290000001,169.50
1677349,AL100,A414 between M1 J7 and A405 (AL100),20150304,44,162.35,100.01,1,4.5100002290000001,169.00
1677350,AL100,A414 between M1 J7 and A405 (AL100),20150304,45,162.56,99.88,1,4.5100002290000001,164.50
1677351,AL100,A414 between M1 J7 and A405 (AL100),20150304,46,147.27,110.25,1,4.5100002290000001,170.00
1677352,AL100,A414 between M1 J7 and A405 (AL100),20150304,47,152.80,106.26,1,4.5100002290000001,162.00
1677353,AL100,A414 between M1 J7 and A405 (AL100),20150304,48,144.46,112.39,1,4.5100002290000001,164.50
1677354,AL100,A414 between M1 J7 and A405 (AL100),20150304,49,146.13,111.11,1,4.5100002290000001,180.50
1677355,AL100,A414 between M1 J7 and A405 (AL100),20150304,50,147.79,109.86,1,4.5100002290000001,177.00
1677356,AL100,A414 between M1 J7 and A405 (AL100),20150304,51,151.65,107.06,1,4.5100002290000001,175.00
1677357,AL100,A414 between M1 J7 and A405 (AL100),20150304,52,159.77,101.62,1,4.5100002290000001,188.50
1677358,AL100,A414 between M1 J7 and A405 (AL100),20150304,53,167.88,96.71,1,4.5100002290000001,198.50
1677359,AL100,A414 between M1 J7 and A405 (AL100),20150304,54,169.64,95.71,1,4.5100002290000001,176.00
1677360,AL100,A414 between M1 J7 and A405 (AL100),20150304,55,161.41,100.59,1,4.5100002290000001,180.50
1677361,AL100,A414 between M1 J7 and A405 (AL100),20150304,56,136.44,119.00,1,4.5100002290000001,187.00
1677362,AL100,A414 between M1 J7 and A405 (AL100),20150304,57,139.80,116.14,1,4.5100002290000001,178.00
1677363,AL100,A414 between M1 J7 and A405 (AL100),20150304,58,151.44,107.21,1,4.5100002290000001,191.00
1677364,AL100,A414 between M1 J7 and A405 (AL100),20150304,59,168.31,96.46,1,4.5100002290000001,193.50
1677365,AL100,A414 between M1 J7 and A405 (AL100),20150304,60,185.17,87.68,1,4.5100002290000001,198.00
1677366,AL100,A414 between M1 J7 and A405 (AL100),20150304,61,155.23,104.59,1,4.5100002290000001,200.00
1677367,AL100,A414 between M1 J7 and A405 (AL100),20150304,62,153.18,105.99,1,4.5100002290000001,205.00
1677368,AL100,A414 between M1 J7 and A405 (AL100),20150304,63,151.12,107.44,1,4.5100002290000001,211.50
1677369,AL100,A414 between M1 J7 and A405 (AL100),20150304,64,162.41,99.97,1,4.5100002290000001,252.50
1677370,AL100,A414 between M1 J7 and A405 (AL100),20150304,65,185.17,87.68,1,4.5100002290000001,270.50
1677371,AL100,A414 between M1 J7 and A405 (AL100),20150304,66,285.74,56.82,1,4.5100002290000001,273.00
1677372,AL100,A414 between M1 J7 and A405 (AL100),20150304,67,285.74,56.82,1,4.5100002290000001,258.00
1677373,AL100,A414 between M1 J7 and A405 (AL100),20150304,68,147.77,109.87,1,4.5100002290000001,275.00
1677374,AL100,A414 between M1 J7 and A405 (AL100),20150304,69,147.77,109.87,1,4.5100002290000001,276.00
1677375,AL100,A414 between M1 J7 and A405 (AL100),20150304,70,142.98,113.55,1,4.5100002290000001,282.00
1677376,AL100,A414 between M1 J7 and A405 (AL100),20150304,71,138.18,117.50,1,4.5100002290000001,284.50
1677377,AL100,A414 between M1 J7 and A405 (AL100),20150304,72,155.81,104.20,1,4.5100002290000001,252.00
1677378,AL100,A414 between M1 J7 and A405 (AL100),20150304,73,173.44,93.61,1,4.5100002290000001,242.00
1677379,AL100,A414 between M1 J7 and A405 (AL100),20150304,74,150.72,107.72,1,4.5100002290000001,230.00
1677380,AL100,A414 between M1 J7 and A405 (AL100),20150304,75,163.70,99.18,1,4.5100002290000001,197.00
1677381,AL100,A414 between M1 J7 and A405 (AL100),20150304,76,176.67,91.90,1,4.5100002290000001,166.00
1677382,AL100,A414 between M1 J7 and A405 (AL100),20150304,77,137.35,118.21,1,4.5100002290000001,159.50
1677383,AL100,A414 between M1 J7 and A405 (AL100),20150304,78,137.35,118.21,1,4.5100002290000001,140.50
1677384,AL100,A414 between M1 J7 and A405 (AL100),20150304,79,137.35,118.21,1,4.5100002290000001,122.00
1677385,AL100,A414 between M1 J7 and A405 (AL100),20150304,80,155.55,104.38,3,4.5100002290000001,96.50
1677386,AL100,A414 between M1 J7 and A405 (AL100),20150304,81,143.26,113.33,3,4.5100002290000001,94.50
1677387,AL100,A414 between M1 J7 and A405 (AL100),20150304,82,151.91,106.88,3,4.5100002290000001,95.50
1677388,AL100,A414 between M1 J7 and A405 (AL100),20150304,83,150.03,108.22,3,4.5100002290000001,77.00
1677389,AL100,A414 between M1 J7 and A405 (AL100),20150304,84,166.32,97.62,1,4.5100002290000001,79.00
1677390,AL100,A414 between M1 J7 and A405 (AL100),20150304,85,166.32,97.62,1,4.5100002290000001,84.50
1677391,AL100,A414 between M1 J7 and A405 (AL100),20150304,86,166.32,97.62,1,4.5100002290000001,84.50
1677392,AL100,A414 between M1 J7 and A405 (AL100),20150304,87,166.32,97.62,1,4.5100002290000001,80.50
1677393,AL100,A414 between M1 J7 and A405 (AL100),20150304,88,140.45,115.60,1,4.5100002290000001,66.50
1677394,AL100,A414 between M1 J7 and A405 (AL100),20150304,89,140.45,115.60,1,4.5100002290000001,66.00
1677395,AL100,A414 between M1 J7 and A405 (AL100),20150304,90,140.45,115.60,1,4.5100002290000001,60.50
1677396,AL100,A414 between M1 J7 and A405 (AL100),20150304,91,140.45,115.60,1,4.5100002290000001,58.00
1677397,AL100,A414 between M1 J7 and A405 (AL100),20150304,92,152.99,106.12,3,4.5100002290000001,49.00
1677398,AL100,A414 between M1 J7 and A405 (AL100),20150304,93,142.77,113.72,3,4.5100002290000001,42.50
1677399,AL100,A414 between M1 J7 and A405 (AL100),20150304,94,142.87,113.64,3,4.5100002290000001,39.00
1677400,AL100,A414 between M1 J7 and A405 (AL100),20150304,95,155.50,104.41,3,4.5100002290000001,26.50
1677401,AL100,A414 between M1 J7 and A405 (AL100),20150305,00,146.19,111.06,3,4.5100002290000001,24.00
1677402,AL100,A414 between M1 J7 and A405 (AL100),20150305,01,160.86,100.93,1,4.5100002290000001,22.50
1677403,AL100,A414 between M1 J7 and A405 (AL100),20150305,02,160.86,100.93,1,4.5100002290000001,23.50
1677404,AL100,A414 between M1 J7 and A405 (AL100),20150305,03,160.86,100.93,1,4.5100002290000001,20.50
1677405,AL100,A414 between M1 J7 and A405 (AL100),20150305,04,160.86,100.93,1,4.5100002290000001,15.00
1677406,AL100,A414 between M1 J7 and A405 (AL100),20150305,05,160.86,100.93,1,4.5100002290000001,16.00
1677407,AL100,A414 between M1 J7 and A405 (AL100),20150305,06,144.96,112.00,3,4.5100002290000001,17.50
1677408,AL100,A414 between M1 J7 and A405 (AL100),20150305,07,118.67,136.82,3,4.5100002290000001,16.50
1677409,AL100,A414 between M1 J7 and A405 (AL100),20150305,08,151.00,107.52,3,4.5100002290000001,18.50
1677410,AL100,A414 between M1 J7 and A405 (AL100),20150305,09,157.43,103.13,3,4.5100002290000001,15.50
1677411,AL100,A414 between M1 J7 and A405 (AL100),20150305,10,159.18,102.00,3,4.5100002290000001,21.00
1677412,AL100,A414 between M1 J7 and A405 (AL100),20150305,11,162.75,99.76,3,4.5100002290000001,12.50
1677413,AL100,A414 between M1 J7 and A405 (AL100),20150305,12,169.13,96.00,3,4.5100002290000001,22.00
1677414,AL100,A414 between M1 J7 and A405 (AL100),20150305,13,143.60,113.06,3,4.5100002290000001,22.00
1677415,AL100,A414 between M1 J7 and A405 (AL100),20150305,14,169.21,95.95,3,4.5100002290000001,25.50
1677416,AL100,A414 between M1 J7 and A405 (AL100),20150305,15,153.90,105.50,3,4.5100002290000001,16.00
1677417,AL100,A414 between M1 J7 and A405 (AL100),20150305,16,161.05,100.81,3,4.5100002290000001,18.00
1677418,AL100,A414 between M1 J7 and A405 (AL100),20150305,17,145.14,111.86,3,4.5100002290000001,26.50
1677419,AL100,A414 between M1 J7 and A405 (AL100),20150305,18,161.79,100.35,1,4.5100002290000001,42.00
1677420,AL100,A414 between M1 J7 and A405 (AL100),20150305,19,161.79,100.35,1,4.5100002290000001,38.50
1677421,AL100,A414 between M1 J7 and A405 (AL100),20150305,20,161.79,100.35,1,4.5100002290000001,54.50
1677422,AL100,A414 between M1 J7 and A405 (AL100),20150305,21,154.83,104.86,1,4.5100002290000001,80.00
1677423,AL100,A414 between M1 J7 and A405 (AL100),20150305,22,147.87,109.80,1,4.5100002290000001,113.00
1677424,AL100,A414 between M1 J7 and A405 (AL100),20150305,23,147.87,109.80,1,4.5100002290000001,111.50
1677425,AL100,A414 between M1 J7 and A405 (AL100),20150305,24,146.32,110.96,1,4.5100002290000001,135.00
1677426,AL100,A414 between M1 J7 and A405 (AL100),20150305,25,146.32,110.96,1,4.5100002290000001,150.50
1677427,AL100,A414 between M1 J7 and A405 (AL100),20150305,26,151.48,107.18,1,4.5100002290000001,215.00
1677428,AL100,A414 between M1 J7 and A405 (AL100),20150305,27,156.64,103.65,1,4.5100002290000001,233.00
1677429,AL100,A414 between M1 J7 and A405 (AL100),20150305,28,151.05,107.49,1,4.5100002290000001,284.00
1677430,AL100,A414 between M1 J7 and A405 (AL100),20150305,29,149.50,108.60,1,4.5100002290000001,320.00
1677431,AL100,A414 between M1 J7 and A405 (AL100),20150305,30,154.47,105.11,1,4.5100002290000001,323.50
1677432,AL100,A414 between M1 J7 and A405 (AL100),20150305,31,148.67,109.21,1,4.5100002290000001,343.50
1677433,AL100,A414 between M1 J7 and A405 (AL100),20150305,32,167.28,97.06,1,4.5100002290000001,349.00
1677434,AL100,A414 between M1 J7 and A405 (AL100),20150305,33,158.48,102.45,1,4.5100002290000001,318.00
1677435,AL100,A414 between M1 J7 and A405 (AL100),20150305,34,167.69,96.82,1,4.5100002290000001,293.00
1677436,AL100,A414 between M1 J7 and A405 (AL100),20150305,35,174.60,92.99,1,4.5100002290000001,244.00
1677437,AL100,A414 between M1 J7 and A405 (AL100),20150305,36,164.07,98.96,1,4.5100002290000001,244.00
1677438,AL100,A414 between M1 J7 and A405 (AL100),20150305,37,154.20,105.29,1,4.5100002290000001,246.50
1677439,AL100,A414 between M1 J7 and A405 (AL100),20150305,38,153.17,106.00,1,4.5100002290000001,228.00
1677440,AL100,A414 between M1 J7 and A405 (AL100),20150305,39,160.78,100.98,1,4.5100002290000001,207.50
1677441,AL100,A414 between M1 J7 and A405 (AL100),20150305,40,169.23,95.94,1,4.5100002290000001,191.00
1677442,AL100,A414 between M1 J7 and A405 (AL100),20150305,41,161.49,100.54,1,4.5100002290000001,192.50
1677443,AL100,A414 between M1 J7 and A405 (AL100),20150305,42,149.50,108.60,1,4.5100002290000001,180.50
1677444,AL100,A414 between M1 J7 and A405 (AL100),20150305,43,148.41,109.40,1,4.5100002290000001,164.50
1677445,AL100,A414 between M1 J7 and A405 (AL100),20150305,44,148.63,109.24,1,4.5100002290000001,161.00
1677446,AL100,A414 between M1 J7 and A405 (AL100),20150305,45,172.41,94.17,1,4.5100002290000001,168.50
1677447,AL100,A414 between M1 J7 and A405 (AL100),20150305,46,164.75,98.55,1,4.5100002290000001,175.50
1677448,AL100,A414 between M1 J7 and A405 (AL100),20150305,47,159.08,102.06,1,4.5100002290000001,176.00
1677449,AL100,A414 between M1 J7 and A405 (AL100),20150305,48,152.01,106.81,1,4.5100002290000001,173.00
1677450,AL100,A414 between M1 J7 and A405 (AL100),20150305,49,144.94,112.02,1,4.5100002290000001,176.00
1677451,AL100,A414 between M1 J7 and A405 (AL100),20150305,50,165.35,98.19,1,4.5100002290000001,178.50
1677452,AL100,A414 between M1 J7 and A405 (AL100),20150305,51,158.86,102.20,1,4.5100002290000001,180.50
1677453,AL100,A414 between M1 J7 and A405 (AL100),20150305,52,158.86,102.20,1,4.5100002290000001,169.50
1677454,AL100,A414 between M1 J7 and A405 (AL100),20150305,53,153.49,105.78,1,4.5100002290000001,189.00
1677455,AL100,A414 between M1 J7 and A405 (AL100),20150305,54,153.49,105.78,1,4.5100002290000001,171.50
1677456,AL100,A414 between M1 J7 and A405 (AL100),20150305,55,156.79,103.55,1,4.5100002290000001,169.50
1677457,AL100,A414 between M1 J7 and A405 (AL100),20150305,56,160.09,101.42,1,4.5100002290000001,175.50
1677458,AL100,A414 between M1 J7 and A405 (AL100),20150305,57,145.11,111.89,1,4.5100002290000001,185.50
1677459,AL100,A414 between M1 J7 and A405 (AL100),20150305,58,134.90,120.36,1,4.5100002290000001,181.50
1677460,AL100,A414 between M1 J7 and A405 (AL100),20150305,59,135.89,119.48,1,4.5100002290000001,182.00
1677461,AL100,A414 between M1 J7 and A405 (AL100),20150305,60,136.87,118.62,1,4.5100002290000001,202.00
1677462,AL100,A414 between M1 J7 and A405 (AL100),20150305,61,138.90,116.89,1,4.5100002290000001,207.50
1677463,AL100,A414 between M1 J7 and A405 (AL100),20150305,62,149.94,108.28,1,4.5100002290000001,207.50
1677464,AL100,A414 between M1 J7 and A405 (AL100),20150305,63,160.98,100.86,1,4.5100002290000001,198.50
1677465,AL100,A414 between M1 J7 and A405 (AL100),20150305,64,146.53,110.80,1,4.5100002290000001,245.00
1677466,AL100,A414 between M1 J7 and A405 (AL100),20150305,65,146.72,110.66,1,4.5100002290000001,260.50
1677467,AL100,A414 between M1 J7 and A405 (AL100),20150305,66,146.91,110.52,1,4.5100002290000001,281.50
1677468,AL100,A414 between M1 J7 and A405 (AL100),20150305,67,144.69,112.21,1,4.5100002290000001,268.00
1677469,AL100,A414 between M1 J7 and A405 (AL100),20150305,68,152.30,106.61,1,4.5100002290000001,270.50
1677470,AL100,A414 between M1 J7 and A405 (AL100),20150305,69,159.91,101.53,1,4.5100002290000001,293.50
1677471,AL100,A414 between M1 J7 and A405 (AL100),20150305,70,137.99,117.66,1,4.5100002290000001,285.50
1677472,AL100,A414 between M1 J7 and A405 (AL100),20150305,71,137.99,117.66,1,4.5100002290000001,261.00
1677473,AL100,A414 between M1 J7 and A405 (AL100),20150305,72,147.39,110.16,1,4.5100002290000001,256.00
1677474,AL100,A414 between M1 J7 and A405 (AL100),20150305,73,156.78,103.56,1,4.5100002290000001,228.50
1677475,AL100,A414 between M1 J7 and A405 (AL100),20150305,74,156.78,103.56,1,4.5100002290000001,220.50
1677476,AL100,A414 between M1 J7 and A405 (AL100),20150305,75,150.24,108.07,1,4.5100002290000001,193.50
1677477,AL100,A414 between M1 J7 and A405 (AL100),20150305,76,198.00,82.00,1,4.5100002290000001,161.50
1677478,AL100,A414 between M1 J7 and A405 (AL100),20150305,77,198.00,82.00,1,4.5100002290000001,148.00
1677479,AL100,A414 between M1 J7 and A405 (AL100),20150305,78,167.63,96.86,1,4.5100002290000001,147.50
1677480,AL100,A414 between M1 J7 and A405 (AL100),20150305,79,137.26,118.29,1,4.5100002290000001,126.00
1677481,AL100,A414 between M1 J7 and A405 (AL100),20150305,80,137.26,118.29,1,4.5100002290000001,99.50
1677482,AL100,A414 between M1 J7 and A405 (AL100),20150305,81,137.17,118.36,1,4.5100002290000001,103.00
1677483,AL100,A414 between M1 J7 and A405 (AL100),20150305,82,139.97,116.00,1,4.5100002290000001,93.00
1677484,AL100,A414 between M1 J7 and A405 (AL100),20150305,83,139.97,116.00,1,4.5100002290000001,83.00
1677485,AL100,A414 between M1 J7 and A405 (AL100),20150305,84,139.97,116.00,1,4.5100002290000001,83.00
1677486,AL100,A414 between M1 J7 and A405 (AL100),20150305,85,164.18,98.89,3,4.5100002290000001,96.50
1677487,AL100,A414 between M1 J7 and A405 (AL100),20150305,86,154.53,105.07,3,4.5100002290000001,86.00
1677488,AL100,A414 between M1 J7 and A405 (AL100),20150305,87,153.87,105.52,3,4.5100002290000001,83.00
1677489,AL100,A414 between M1 J7 and A405 (AL100),20150305,88,125.19,129.69,1,4.5100002290000001,67.00
1677490,AL100,A414 between M1 J7 and A405 (AL100),20150305,89,125.19,129.69,1,4.5100002290000001,70.50
1677491,AL100,A414 between M1 J7 and A405 (AL100),20150305,90,125.19,129.69,1,4.5100002290000001,54.50
1677492,AL100,A414 between M1 J7 and A405 (AL100),20150305,91,125.19,129.69,1,4.5100002290000001,47.00
1677493,AL100,A414 between M1 J7 and A405 (AL100),20150305,92,125.19,129.69,1,4.5100002290000001,47.50
1677494,AL100,A414 between M1 J7 and A405 (AL100),20150305,93,148.02,109.69,3,4.5100002290000001,36.00
1677495,AL100,A414 between M1 J7 and A405 (AL100),20150305,94,136.99,118.52,3,4.5100002290000001,33.00
1677496,AL100,A414 between M1 J7 and A405 (AL100),20150305,95,147.71,109.92,3,4.5100002290000001,29.00
1677497,AL100,A414 between M1 J7 and A405 (AL100),20150306,00,144.04,112.72,3,4.5100002290000001,26.50
1677498,AL100,A414 between M1 J7 and A405 (AL100),20150306,01,142.50,113.94,3,4.5100002290000001,23.00
1677499,AL100,A414 between M1 J7 and A405 (AL100),20150306,02,149.19,108.83,3,4.5100002290000001,22.00
1677500,AL100,A414 between M1 J7 and A405 (AL100),20150306,03,135.89,119.48,3,4.5100002290000001,19.00
1677501,AL100,A414 between M1 J7 and A405 (AL100),20150306,04,155.83,104.19,3,4.5100002290000001,15.00
1677502,AL100,A414 between M1 J7 and A405 (AL100),20150306,05,153.81,105.56,3,4.5100002290000001,13.50
1677503,AL100,A414 between M1 J7 and A405 (AL100),20150306,06,148.60,109.26,3,4.5100002290000001,15.00
1677504,AL100,A414 between M1 J7 and A405 (AL100),20150306,07,151.44,107.21,3,4.5100002290000001,13.00
1677505,AL100,A414 between M1 J7 and A405 (AL100),20150306,08,158.29,102.57,3,4.5100002290000001,15.00
1677506,AL100,A414 between M1 J7 and A405 (AL100),20150306,09,173.97,93.33,3,4.5100002290000001,14.50
1677507,AL100,A414 between M1 J7 and A405 (AL100),20150306,10,168.06,96.61,3,4.5100002290000001,15.00
1677508,AL100,A414 between M1 J7 and A405 (AL100),20150306,11,164.27,98.84,3,4.5100002290000001,17.50
1677509,AL100,A414 between M1 J7 and A405 (AL100),20150306,12,170.39,95.29,3,4.5100002290000001,20.50
1677510,AL100,A414 between M1 J7 and A405 (AL100),20150306,13,158.08,102.71,3,4.5100002290000001,20.50
1677511,AL100,A414 between M1 J7 and A405 (AL100),20150306,14,155.21,104.61,3,4.5100002290000001,29.00
1677512,AL100,A414 between M1 J7 and A405 (AL100),20150306,15,153.28,105.92,3,4.5100002290000001,22.50
1677513,AL100,A414 between M1 J7 and A405 (AL100),20150306,16,149.05,108.93,3,4.5100002290000001,17.50
1677514,AL100,A414 between M1 J7 and A405 (AL100),20150306,17,152.98,106.13,1,4.5100002290000001,23.00
1677515,AL100,A414 between M1 J7 and A405 (AL100),20150306,18,152.98,106.13,1,4.5100002290000001,42.50
1677516,AL100,A414 between M1 J7 and A405 (AL100),20150306,19,152.98,106.13,1,4.5100002290000001,42.00
1677517,AL100,A414 between M1 J7 and A405 (AL100),20150306,20,132.00,123.00,1,4.5100002290000001,59.50
1677518,AL100,A414 between M1 J7 and A405 (AL100),20150306,21,137.33,118.23,1,4.5100002290000001,82.50
1677519,AL100,A414 between M1 J7 and A405 (AL100),20150306,22,142.65,113.82,1,4.5100002290000001,113.00
1677520,AL100,A414 between M1 J7 and A405 (AL100),20150306,23,137.35,118.21,1,4.5100002290000001,106.00
1677521,AL100,A414 between M1 J7 and A405 (AL100),20150306,24,138.52,117.21,1,4.5100002290000001,133.00
1677522,AL100,A414 between M1 J7 and A405 (AL100),20150306,25,147.41,110.14,1,4.5100002290000001,155.50
1677523,AL100,A414 between M1 J7 and A405 (AL100),20150306,26,139.97,116.00,1,4.5100002290000001,221.00
1677524,AL100,A414 between M1 J7 and A405 (AL100),20150306,27,152.71,106.32,1,4.5100002290000001,245.50
1677525,AL100,A414 between M1 J7 and A405 (AL100),20150306,28,147.63,109.98,1,4.5100002290000001,302.50
1677526,AL100,A414 between M1 J7 and A405 (AL100),20150306,29,142.87,113.64,1,4.5100002290000001,296.50
1677527,AL100,A414 between M1 J7 and A405 (AL100),20150306,30,156.18,103.96,1,4.5100002290000001,327.00
1677528,AL100,A414 between M1 J7 and A405 (AL100),20150306,31,165.18,98.29,1,4.5100002290000001,318.00
1677529,AL100,A414 between M1 J7 and A405 (AL100),20150306,32,146.79,110.61,1,4.5100002290000001,329.50
